status,duration,credit_history,purpose,amount,savings,employment_duration,installment_rate,gender,marital_status,other_debtors,present_residence,property,age,other_installment_plans,housing,number_credits,job,people_liable,telephone,foreign_worker,credit_risk
0,12,3,3,727,2,0,4,1,2,2,3,3,33,1,1,1,3,1,1,1,0
2,8,3,7,1237,0,2,3,0,1,2,4,2,24,1,1,1,1,1,0,1,0
2,9,3,1,276,0,2,4,1,2,2,4,2,22,1,2,1,3,1,0,1,1
2,48,3,5,5381,4,4,3,1,3,2,4,3,40,0,0,1,2,1,1,1,1
3,24,3,7,5511,2,2,4,1,3,2,1,1,25,2,1,1,1,1,0,1,1
1,24,3,7,3749,0,0,2,0,1,2,4,1,26,1,1,1,1,1,0,1,1
2,12,3,1,685,0,3,2,1,2,2,3,1,25,0,1,1,3,1,0,1,0
1,4,3,1,1494,4,0,1,1,3,2,2,2,29,1,1,1,3,2,0,0,1
0,36,0,7,2746,0,1,4,1,3,2,4,1,31,0,1,1,1,1,0,1,0
0,12,3,7,708,0,2,2,1,3,1,3,0,38,1,1,1,3,2,0,1,1
2,24,3,7,4351,4,2,1,0,1,2,4,0,48,1,1,1,3,1,1,1,1
3,12,1,9,701,0,2,4,1,3,2,2,1,32,1,1,2,1,1,0,1,1
0,15,2,7,3643,0,1,1,0,1,2,4,0,27,1,1,2,3,1,0,1,1
2,30,1,1,4249,0,4,4,1,2,2,2,1,28,1,1,2,0,1,0,1,0
0,24,3,3,1938,0,0,4,1,0,2,3,0,32,1,1,1,1,1,0,1,0
0,24,3,2,2910,0,3,2,1,3,2,1,3,34,1,0,1,0,1,1,1,1
0,18,3,7,2659,1,2,4,1,3,2,2,1,28,1,1,1,1,1,0,1,1
3,18,1,1,1028,0,2,4,0,1,2,3,2,36,1,1,2,1,1,0,1,1
0,8,1,1,3398,0,3,1,1,3,2,4,2,39,1,1,2,3,1,0,0,1
3,12,1,7,5801,4,1,2,1,3,2,4,0,49,1,2,1,1,1,1,1,1
3,24,3,1,1525,1,3,4,0,1,2,3,1,34,1,1,1,1,2,1,1,1
1,36,3,3,4473,0,1,4,1,3,2,2,1,31,1,1,1,1,1,0,1,1
2,6,3,3,1068,0,1,4,1,3,2,4,1,28,1,1,1,1,2,0,1,1
0,24,1,2,6615,0,4,2,1,3,2,4,3,75,1,0,2,0,1,1,1,1
3,18,1,9,1864,2,2,4,0,1,2,2,2,30,1,1,2,1,1,0,1,0
2,60,3,1,7408,2,0,4,0,1,2,2,0,24,1,1,1,0,1,0,1,0
3,48,1,2,11590,2,2,2,0,1,2,4,1,24,0,2,2,3,1,0,1,0
0,24,4,7,4110,0,1,3,1,3,2,4,3,23,0,2,2,1,2,0,1,0
0,6,1,7,3384,0,2,1,1,0,2,4,2,44,1,2,1,0,1,1,1,0
2,13,3,3,2101,0,0,2,0,1,1,4,0,23,1,1,1,3,1,0,1,1
0,15,3,8,1275,4,2,4,0,1,2,2,1,24,1,2,1,1,1,0,1,0
0,24,3,7,4169,0,2,4,1,3,2,4,0,28,1,1,1,1,1,0,1,1
2,10,3,7,1521,0,2,4,1,0,2,2,1,31,1,1,1,3,1,0,1,1
2,24,1,9,5743,0,0,2,0,1,2,4,3,24,1,0,2,1,1,1,1,1
0,21,3,7,3599,0,3,1,0,1,2,4,1,26,1,2,1,3,1,0,1,1
2,18,3,3,3213,3,0,1,1,2,2,3,2,25,1,2,1,1,1,0,1,1
2,18,3,6,4439,0,1,1,1,3,0,1,2,33,0,1,1,0,1,1,1,1
1,10,3,1,3949,0,0,1,1,3,1,1,0,37,1,1,1,3,2,0,1,1
3,15,1,3,1459,0,2,4,0,1,2,2,1,43,1,1,1,3,1,0,1,1
2,13,1,3,882,0,0,4,1,3,1,4,2,23,1,1,2,1,1,0,1,1
2,24,3,3,3758,3,4,1,0,1,2,4,3,23,1,2,1,2,1,0,1,1
3,6,2,6,1743,2,2,1,1,3,2,2,2,34,1,1,2,3,1,0,1,1
2,9,1,9,1136,1,1,4,1,3,2,3,3,32,1,0,2,1,2,0,1,0
3,9,3,8,1236,0,0,1,0,1,2,4,2,23,1,2,1,1,1,1,1,1
2,9,3,7,959,0,2,1,0,1,2,2,1,29,1,1,1,1,1,0,0,0
3,18,1,2,3229,4,4,2,1,3,2,4,3,38,1,1,1,0,1,1,1,1
0,12,4,3,6199,0,2,4,1,3,2,2,0,28,1,2,2,1,1,1,1,0
3,10,3,9,727,3,1,4,1,3,2,4,3,46,1,0,1,1,1,1,1,1
2,24,3,1,1246,0,0,4,1,3,2,2,2,23,2,1,1,3,1,0,1,0
3,12,1,3,2331,4,1,1,1,3,0,4,2,49,1,1,1,1,1,1,1,1
3,36,2,3,4463,0,2,4,1,3,2,2,1,26,1,1,2,0,1,1,1,0
3,12,3,3,776,0,2,4,1,2,2,2,2,28,1,1,1,1,1,0,1,1
0,30,3,7,2406,0,3,4,0,1,2,4,2,23,1,2,1,1,1,0,1,0
2,18,3,9,1239,4,2,4,1,3,2,4,3,61,1,0,1,1,1,0,1,1
1,12,3,3,3399,4,1,2,1,3,2,3,1,37,1,1,1,0,1,0,1,1
1,12,2,1,2247,0,2,2,0,1,2,2,1,36,2,1,2,1,1,1,1,1
3,6,3,7,1766,0,2,1,1,2,2,2,0,21,1,2,1,1,1,0,1,1
0,18,3,7,2473,0,4,4,1,3,2,1,1,25,1,1,1,2,1,0,1,0
3,12,3,6,1542,0,3,2,1,3,2,4,1,36,1,1,1,1,1,1,1,1
3,18,1,2,3850,0,3,3,1,3,2,1,1,27,1,1,2,1,1,0,1,1
0,18,3,7,3650,0,0,1,0,1,2,4,1,22,1,2,1,1,1,0,1,1
0,36,3,7,3446,0,1,4,1,3,2,2,1,42,1,1,1,1,2,0,1,0
2,18,3,7,3001,0,3,2,0,1,2,4,2,40,1,2,1,1,1,0,1,1
3,36,3,1,3079,4,2,4,1,3,2,4,2,36,1,1,1,1,1,0,1,1
3,18,1,3,6070,0,1,3,1,3,2,4,1,33,1,1,2,1,1,1,1,1
3,10,1,7,2146,0,0,1,0,1,2,3,2,23,1,2,2,1,1,0,1,1
3,60,1,1,13756,4,1,2,1,3,2,4,3,63,0,0,1,0,1,1,1,1
2,60,0,5,14782,2,1,3,0,1,2,4,3,60,0,0,2,0,1,1,1,0
0,48,0,6,7685,0,3,2,0,1,1,4,1,37,1,2,1,1,1,0,1,0
3,18,2,3,2320,0,4,2,1,2,2,3,2,34,1,1,2,1,1,0,1,1
3,7,2,3,846,4,1,3,1,3,2,4,3,36,1,0,1,1,1,0,1,1
2,36,3,1,14318,0,1,4,1,3,2,2,3,57,1,0,1,0,1,1,1,0
3,6,1,1,362,2,2,4,0,1,2,4,1,52,1,1,2,3,1,0,1,1
0,20,3,7,2212,4,3,4,1,3,2,4,1,39,1,1,1,1,1,1,1,1
2,18,3,2,12976,0,4,3,0,1,2,4,3,38,1,0,1,0,1,1,1,0
3,22,3,1,1283,4,3,4,0,1,2,4,0,25,1,2,1,1,1,0,1,1
1,12,3,1,1330,0,0,4,1,3,2,1,2,26,1,1,1,1,1,0,1,1
3,30,2,6,4272,2,2,2,1,3,2,2,0,26,1,1,2,3,1,0,1,1
3,18,1,3,2238,0,2,2,0,1,2,1,1,25,1,1,2,1,1,0,1,1
3,18,3,3,1126,4,0,4,0,1,2,2,2,21,1,2,1,1,1,1,1,1
2,18,1,7,7374,0,4,4,1,3,2,4,0,40,2,1,2,0,1,1,1,1
2,15,1,6,2326,3,2,2,1,3,2,4,1,27,0,1,1,1,1,0,1,1
3,9,3,6,1449,0,3,3,0,1,2,2,1,27,1,1,2,1,1,0,1,1
3,18,3,1,1820,0,2,2,1,2,2,2,0,30,1,1,1,0,1,1,1,1
2,12,3,7,983,1,0,1,0,1,2,4,2,19,1,2,1,3,1,0,1,1
0,36,3,1,3249,0,3,2,1,3,2,4,3,39,0,0,1,0,2,1,1,1
0,6,1,3,1957,0,3,1,0,1,2,4,1,31,1,1,1,1,1,0,1,1
3,9,1,7,2406,0,4,2,1,3,2,3,1,31,1,1,1,0,1,0,1,1
2,39,2,9,11760,2,3,2,1,3,2,3,3,32,1,2,1,1,1,1,1,1
0,12,3,7,2578,0,4,3,0,1,2,4,3,55,1,0,1,0,1,0,1,1
0,36,1,7,2348,0,2,3,1,2,2,2,0,46,1,1,2,1,1,1,1,1
2,12,3,1,1223,0,1,1,1,0,2,1,2,46,1,2,2,1,1,0,1,0
3,24,1,3,1516,1,2,4,0,1,2,1,2,43,1,1,2,3,1,0,1,1
3,18,3,3,1473,0,0,3,1,2,2,4,2,39,1,1,1,1,1,1,1,1
2,18,1,6,1887,4,2,4,1,2,2,4,2,28,0,1,2,1,1,0,1,1
3,24,2,6,8648,0,0,2,1,3,2,2,1,27,0,1,2,1,1,1,1,0
3,14,2,1,802,0,2,4,1,3,2,2,1,27,1,1,2,3,1,0,1,1
2,18,2,1,2899,4,1,4,1,3,2,4,1,43,1,1,1,1,2,0,1,1
2,24,3,3,2039,0,0,1,1,2,2,1,0,22,1,1,1,1,1,1,1,0
3,24,1,2,2197,4,3,4,1,3,2,4,1,43,1,1,2,1,2,1,1,1
0,15,3,3,1053,0,0,4,1,2,2,2,2,27,1,1,1,1,1,0,0,1
3,24,3,3,3235,3,1,3,1,0,2,2,1,26,1,1,1,0,1,1,1,1
1,12,1,1,939,3,3,4,1,2,2,2,2,28,1,1,3,1,1,1,1,0
2,24,3,3,1967,0,1,4,0,1,2,4,1,20,1,1,1,1,1,1,1,1
3,33,1,2,7253,0,3,3,1,3,2,2,1,35,1,1,2,0,1,1,1,1
3,12,1,6,2292,0,4,4,1,3,2,2,1,42,2,1,2,0,1,1,1,0
3,10,3,1,1597,3,2,3,1,3,2,2,3,40,1,2,1,3,2,0,0,1
0,24,3,1,1381,4,2,4,0,1,2,2,0,35,1,1,1,1,1,0,1,0
3,36,1,2,5842,0,1,2,1,3,2,2,0,35,1,1,2,1,2,1,1,1
0,12,3,1,2579,0,0,4,1,3,2,1,2,33,1,1,1,3,2,0,1,0
0,18,2,9,8471,4,2,1,0,1,2,2,1,23,1,2,2,1,1,1,1,1
3,21,3,1,2782,3,3,1,0,1,2,2,1,31,0,1,1,0,1,0,1,1
2,18,3,1,1042,4,2,4,0,1,2,2,0,33,1,1,1,1,1,0,1,0
3,15,3,1,3186,1,3,2,0,1,2,3,1,20,1,2,1,1,1,0,1,1
2,12,3,2,2028,4,2,4,1,3,2,2,1,30,1,1,1,1,1,0,1,1
2,12,1,1,958,0,3,2,1,3,2,3,2,47,1,1,2,3,2,0,1,1
3,21,2,7,1591,2,3,4,1,3,2,3,2,34,1,1,2,0,1,0,1,1
2,12,3,7,2762,4,1,1,0,1,2,2,0,25,0,1,1,1,1,1,1,0
2,18,3,2,2779,0,2,1,1,2,2,3,1,21,1,2,1,1,1,1,1,1
3,28,1,3,2743,0,1,4,1,3,2,2,1,29,1,1,2,1,1,0,1,1
3,18,1,3,1149,1,2,4,1,3,2,3,2,46,1,1,2,1,1,0,1,1
3,9,3,7,1313,0,1,1,1,3,2,4,1,20,1,1,1,1,1,0,1,1
0,18,1,4,1190,0,4,2,0,1,2,4,3,55,1,0,3,2,2,0,1,0
3,5,3,6,3448,0,3,1,1,3,2,4,2,74,1,1,1,3,1,0,1,1
2,24,3,5,11328,0,2,2,1,3,0,3,1,29,0,1,2,0,1,1,1,0
0,6,1,7,1872,0,4,4,1,3,2,4,3,36,1,0,3,0,1,1,1,1
3,24,1,4,2058,0,2,4,1,0,2,2,2,33,1,1,2,1,1,1,1,1
0,9,3,7,2136,0,2,3,1,3,2,2,2,25,1,1,1,1,1,0,1,1
2,12,3,3,1484,4,2,2,1,2,2,1,2,25,1,1,1,1,1,1,1,0
3,6,3,4,660,3,3,2,1,2,2,4,2,23,1,2,1,3,1,0,1,1
3,24,1,1,1287,1,1,4,0,1,2,4,2,37,1,1,2,1,1,1,1,1
0,42,1,4,3394,0,4,4,1,3,0,4,1,65,1,1,2,2,1,0,1,1
1,12,0,6,609,0,0,4,0,1,2,1,2,26,1,1,1,2,1,0,1,0
3,12,3,1,1884,0,1,4,1,3,2,4,1,39,1,1,1,0,1,1,1,1
0,12,3,7,1620,0,2,2,0,1,0,3,0,30,1,1,1,1,1,0,1,1
2,20,2,5,2629,0,2,2,1,3,2,3,1,29,0,1,2,1,1,1,1,1
3,12,3,9,719,0,1,4,1,3,2,4,1,41,0,1,1,3,2,0,1,0
2,48,1,7,5096,0,2,2,0,1,2,3,1,30,1,1,1,0,1,1,1,0
3,9,1,9,1244,4,1,4,0,1,2,4,0,41,1,2,2,3,1,0,1,1
0,36,3,1,1842,0,0,4,0,1,2,4,1,34,1,1,1,1,1,1,1,0
2,7,3,3,2576,0,2,2,1,3,1,2,2,35,1,1,1,1,1,0,1,1
1,12,3,7,1424,4,1,3,0,1,2,4,2,55,1,1,1,0,1,1,1,1
2,15,2,4,1512,1,2,3,1,2,2,3,0,61,2,1,2,1,1,0,1,0
3,36,1,2,11054,4,2,4,1,3,2,2,1,30,1,1,1,0,1,1,1,1
3,6,3,3,518,0,2,3,0,1,2,1,2,29,1,1,1,1,1,0,1,1
3,12,4,7,2759,0,1,2,1,3,2,4,0,34,1,1,2,1,1,0,1,1
3,24,3,2,2670,0,1,4,1,3,2,4,1,35,1,1,1,0,1,1,1,1
0,24,3,1,4817,0,3,2,1,3,0,3,0,31,1,1,1,1,1,1,1,0
3,24,3,2,2679,0,0,4,0,1,2,1,3,29,1,1,1,0,1,1,1,1
0,11,1,1,3905,0,2,2,1,3,2,2,2,36,1,2,2,1,2,0,1,1
0,12,3,2,3386,0,1,3,1,3,2,4,3,35,1,0,1,1,1,1,1,0
0,6,3,8,343,0,0,4,0,1,2,1,2,27,1,1,1,1,1,0,1,1
3,18,3,3,4594,0,0,3,1,3,2,2,1,32,1,1,1,1,1,1,1,1
0,36,3,7,3620,0,2,1,1,3,1,2,0,37,1,1,1,1,2,0,1,1
0,15,3,1,1721,0,0,2,1,3,2,3,2,36,1,1,1,1,1,0,1,1
2,12,3,7,3017,0,0,3,0,1,2,1,2,34,1,2,1,0,1,0,1,1
2,12,3,0,754,4,1,4,1,3,2,4,0,38,1,1,2,1,1,0,1,1
3,18,3,6,1950,0,3,4,1,3,2,1,1,34,2,1,2,1,1,1,1,1
0,24,3,2,2924,0,2,3,1,3,1,4,3,63,0,1,1,1,2,1,1,1
0,24,2,3,1659,0,0,4,0,1,2,2,1,29,1,2,1,3,1,1,1,0
3,48,2,3,7238,4,1,3,1,3,2,3,1,32,0,1,2,1,2,0,1,1
3,33,2,6,2764,0,2,2,0,1,2,2,1,26,1,1,2,1,1,1,1,1
3,24,2,2,4679,0,3,3,1,3,2,3,1,35,1,1,2,3,1,1,1,1
2,24,3,3,3092,2,0,3,1,2,2,2,1,22,1,2,1,1,1,1,1,0
0,6,3,9,448,0,0,4,0,1,2,4,0,23,1,1,1,1,1,0,1,0
0,9,3,1,654,0,2,4,1,3,2,3,1,28,1,1,1,3,1,0,1,0
3,6,3,0,1238,4,4,4,1,3,2,4,0,36,1,1,1,0,2,1,1,1
2,18,1,3,1245,0,2,4,1,2,2,2,1,33,1,1,1,1,1,0,1,0
0,18,4,7,3114,0,0,1,0,1,2,4,0,26,1,2,1,1,1,0,1,0
3,39,3,2,2569,3,2,4,1,3,2,4,1,24,1,1,1,1,1,0,1,1
1,24,3,3,5152,0,3,4,1,3,2,2,1,25,0,1,1,1,1,0,1,1
2,12,3,6,1037,2,3,3,1,3,2,4,2,39,1,1,1,3,1,0,1,1
0,15,1,7,1478,0,1,4,1,3,2,4,1,44,1,1,2,1,2,1,1,1
2,12,1,3,3573,0,2,1,0,1,2,1,2,23,1,1,1,3,1,0,1,1
2,24,3,1,1201,0,0,4,1,3,2,1,0,26,1,1,1,1,1,0,1,1
0,30,3,7,3622,1,1,4,0,1,2,4,0,57,1,2,2,1,1,1,1,1
3,15,2,7,960,1,3,3,0,1,2,2,0,30,1,1,2,1,1,0,1,1
3,12,1,1,1163,3,2,4,1,3,2,4,2,44,1,1,1,1,1,1,1,1
2,6,2,1,1209,0,4,4,1,3,2,4,0,47,1,1,1,0,1,1,1,0
3,12,3,3,3077,0,2,2,1,3,2,4,1,52,1,1,1,1,1,1,1,1
3,24,3,1,3757,0,1,4,0,1,0,4,3,62,1,0,1,1,1,1,1,1
3,10,3,1,1418,2,2,3,1,3,2,2,2,35,1,2,1,3,1,0,0,1
3,6,3,1,3518,0,2,2,1,3,1,3,0,26,1,2,1,1,1,0,1,1
3,12,1,3,1934,0,1,2,1,3,2,2,3,26,1,1,2,1,1,0,1,1
2,27,4,6,8318,0,1,2,0,1,2,4,3,42,1,0,2,0,1,1,1,0
3,6,1,3,1237,2,2,1,0,1,2,1,0,27,1,1,2,1,1,0,1,1
2,6,3,3,368,4,1,4,1,3,2,4,0,38,1,1,1,1,1,0,1,1
0,12,1,1,2122,0,2,3,1,3,2,2,2,39,1,2,2,3,2,0,0,1
0,24,3,7,2996,4,2,2,1,2,2,4,1,20,1,1,1,1,1,0,1,0
2,36,3,7,9034,2,0,4,1,3,0,1,3,29,1,2,1,0,1,1,1,0
3,24,1,7,1585,0,3,4,1,3,2,3,0,40,1,1,2,1,1,0,1,1
2,18,3,3,1301,0,1,4,1,2,1,2,2,32,1,1,1,3,1,0,1,1
1,6,1,1,1323,2,1,2,1,0,2,4,1,28,1,1,2,1,2,1,1,1
0,24,3,1,3123,0,0,4,0,1,2,1,0,27,1,1,1,1,1,0,1,0
0,36,3,2,5493,0,1,2,1,3,2,4,3,42,1,0,1,1,2,0,1,1
1,9,3,3,1126,2,1,2,1,0,2,4,2,49,1,1,1,1,1,0,1,1
2,24,1,3,1216,2,0,4,1,3,2,4,3,38,0,1,2,1,2,0,1,0
0,24,3,1,1207,0,0,4,0,1,2,4,0,24,1,2,1,1,1,0,1,0
3,10,3,1,1309,4,2,4,1,3,1,4,0,27,1,1,1,3,1,0,1,0
1,15,1,2,2360,3,2,2,1,3,2,2,1,36,1,1,1,1,1,1,1,1
2,15,0,1,6850,2,4,1,1,3,2,2,0,34,1,1,1,0,2,1,1,0
3,24,3,3,1413,0,2,4,1,2,2,2,0,28,1,1,1,1,1,0,1,1
3,39,3,2,8588,2,1,4,1,3,2,2,1,45,1,1,1,0,1,1,1,1
0,12,3,1,759,0,3,4,1,3,2,2,2,26,1,1,1,1,1,0,1,0
3,36,3,2,4686,0,2,2,1,3,2,2,3,32,1,0,1,0,1,1,1,1
1,15,3,6,2687,0,3,2,1,3,2,4,0,26,1,2,1,1,1,1,1,1
2,12,2,3,585,0,2,4,1,2,0,4,2,20,1,2,2,1,1,0,1,1
3,24,3,1,2255,4,0,4,1,3,2,1,0,54,1,1,1,1,1,0,1,1
0,6,1,1,609,0,3,4,0,1,2,3,0,37,1,1,2,1,1,0,0,1
0,6,1,1,1361,0,0,2,1,3,2,4,2,40,1,1,1,3,2,0,0,1
3,36,1,7,7127,0,0,2,0,1,2,4,0,23,1,2,2,1,1,1,1,0
0,6,3,1,1203,2,1,3,1,3,2,2,0,43,1,1,1,1,1,1,1,1
3,6,1,3,700,4,1,4,1,3,2,4,3,36,1,0,2,1,1,0,1,1
3,24,1,4,5507,0,1,3,1,3,2,4,3,44,1,0,2,1,1,0,1,1
0,18,3,3,3190,0,2,2,0,1,2,2,2,24,1,1,1,1,1,0,1,0
0,48,4,7,7119,0,2,3,1,3,2,4,3,53,1,0,2,1,2,0,1,0
3,24,3,2,3488,2,3,3,0,1,2,4,1,23,1,1,1,1,1,0,1,1
2,18,3,3,1113,0,2,4,0,1,1,4,2,26,1,1,1,3,2,0,1,1
2,26,3,2,7966,0,0,2,1,3,2,3,1,30,1,1,2,1,1,0,1,1
3,15,1,9,1532,2,2,4,0,1,2,3,1,31,1,1,1,1,1,0,1,1
3,4,1,3,1503,0,3,2,1,3,2,1,2,42,1,1,2,3,2,0,1,1
0,36,3,3,2302,0,2,4,1,0,2,4,1,31,1,2,1,1,1,0,1,0
0,6,3,1,662,0,0,3,1,3,2,4,2,41,1,1,1,3,2,1,1,1
2,36,3,9,2273,0,3,3,1,3,2,1,1,32,1,1,2,1,2,0,1,1
2,15,3,1,2631,2,2,2,0,1,2,4,1,28,1,2,2,1,1,1,1,0
3,12,2,2,1503,0,2,4,1,2,2,4,2,41,1,2,1,1,1,0,1,1
3,24,3,3,1311,2,3,4,1,2,2,3,0,26,1,1,1,1,1,1,1,1
3,24,3,3,3105,4,0,4,1,3,2,2,1,25,1,1,2,1,1,0,1,1
1,21,1,9,2319,0,0,2,1,0,2,1,1,33,1,2,1,1,1,0,1,0
0,6,3,1,1374,4,4,4,0,1,2,3,0,75,1,1,1,0,1,1,1,1
2,18,1,7,3612,0,1,3,0,1,2,4,0,37,1,1,1,1,1,1,1,1
0,48,3,1,7763,0,1,4,1,3,2,4,3,42,0,0,1,0,1,0,1,0
1,18,3,7,3049,0,0,1,0,1,2,1,0,45,2,1,1,3,1,0,1,1
2,12,3,3,1534,0,0,1,1,2,2,1,2,23,1,2,1,1,1,0,1,0
3,24,2,1,2032,0,1,4,1,3,2,4,3,60,1,0,2,1,1,1,1,1
0,30,3,7,6350,4,1,4,1,3,2,4,0,31,1,1,1,1,1,0,1,0
1,18,3,7,2864,0,2,2,1,3,2,1,2,34,1,1,1,3,2,0,1,0
3,12,1,1,1255,0,1,4,1,3,2,4,2,61,1,1,2,3,1,0,1,1
0,24,2,1,1333,0,4,4,1,3,2,2,2,43,1,0,2,1,2,0,1,0
3,24,1,1,2022,0,2,4,0,1,2,4,1,37,1,1,1,1,1,1,1,1
3,24,3,3,1552,0,3,3,1,3,2,1,1,32,0,1,1,1,2,0,1,1
0,12,0,3,626,0,2,4,0,1,2,4,2,24,0,1,1,3,1,0,1,0
3,48,1,2,8858,4,3,2,1,3,2,1,3,35,1,0,2,1,1,1,1,1
3,12,1,4,996,4,3,4,0,1,2,4,2,23,1,1,2,1,1,0,1,1
3,6,0,3,1750,3,1,2,1,3,2,4,0,45,0,1,1,3,2,0,1,1
0,48,3,3,6999,0,3,1,1,2,1,1,2,34,1,1,2,1,1,1,1,0
2,12,1,1,1995,2,0,4,1,3,2,1,1,27,1,1,1,1,1,0,1,1
2,9,3,9,1199,0,3,4,0,1,2,4,0,67,1,1,2,0,1,1,1,1
2,12,3,3,1331,0,0,2,1,3,2,1,1,22,2,1,1,1,1,0,1,0
2,18,4,1,2278,2,0,3,0,1,2,3,1,28,1,1,2,1,1,0,1,0
3,21,4,1,5003,4,2,1,0,1,2,4,0,29,0,1,2,1,1,1,1,0
0,24,0,7,3552,0,3,3,1,3,2,4,1,27,0,1,1,1,1,0,1,0
2,18,1,7,1928,0,0,2,1,3,2,2,2,31,1,1,2,3,1,0,1,0
0,24,3,2,2964,4,1,4,1,3,2,4,3,49,0,0,1,1,2,1,1,1
0,24,0,3,1546,0,3,4,1,3,1,4,1,24,0,2,1,3,1,0,1,0
1,6,2,3,683,0,0,2,0,1,2,1,0,29,0,1,1,1,1,0,1,1
2,36,3,1,12389,4,2,1,1,3,2,4,3,37,1,0,1,1,1,1,1,0
2,24,2,6,4712,4,2,4,1,3,2,2,0,37,0,1,2,0,1,1,1,1
2,24,2,3,1553,2,3,3,0,1,2,2,0,23,1,2,2,1,1,1,1,1
0,12,3,1,1372,0,3,2,1,0,2,3,1,36,1,1,1,1,1,0,1,0
3,24,1,3,2578,1,1,2,1,3,2,2,1,34,1,1,1,1,1,0,1,1
2,48,3,3,3979,4,3,4,1,3,2,1,1,41,1,1,2,1,2,1,1,1
0,48,3,3,6758,0,2,3,0,1,2,2,1,31,1,1,1,1,1,1,1,0
0,24,3,7,3234,0,0,4,0,1,2,4,2,23,1,2,1,3,1,1,1,0
3,30,1,3,5954,0,3,3,1,3,0,2,1,38,1,1,1,1,1,0,1,1
3,24,3,2,5433,4,4,2,0,1,2,4,0,26,1,2,1,0,1,1,1,1
0,15,3,6,806,0,2,4,0,1,2,4,0,22,1,1,1,3,1,0,1,1
2,9,3,3,1082,0,1,4,1,3,2,4,1,27,1,1,2,3,1,0,1,1
3,15,1,7,2788,0,3,2,0,1,0,3,1,24,0,1,2,1,1,0,1,1
2,12,3,3,2930,0,3,2,0,1,2,1,2,27,1,1,1,1,1,0,1,1
3,24,1,9,1927,4,2,3,0,1,2,2,1,33,1,1,2,1,1,1,1,1
2,36,1,1,2820,0,0,4,1,0,2,4,1,27,1,1,2,1,1,0,1,0
3,24,3,0,937,0,0,4,1,2,2,3,1,27,1,1,2,3,1,0,1,1
2,18,1,1,1056,0,1,3,1,3,1,3,2,30,0,1,2,1,1,0,1,0
2,12,1,1,3124,0,0,1,1,3,2,3,2,49,0,1,2,3,2,0,1,1
3,9,3,7,1388,0,2,4,0,1,2,2,2,26,1,2,1,1,1,0,1,1
2,36,3,4,2384,0,0,4,1,3,2,1,3,33,1,2,1,3,1,0,1,0
3,12,3,1,2133,4,1,4,0,1,2,4,3,52,1,0,1,0,1,1,1,1
0,18,3,7,2039,0,2,1,0,1,2,4,2,20,0,2,1,1,1,0,1,0
0,9,1,1,2799,0,2,2,1,3,2,2,2,36,1,2,2,1,2,0,1,1
0,12,3,7,1289,0,2,4,1,3,1,1,0,21,1,1,1,3,1,0,1,1
0,18,3,8,1217,0,2,4,1,2,2,3,2,47,1,1,1,3,1,1,1,0
0,12,1,7,2246,0,1,3,1,3,2,3,0,60,1,1,2,1,1,0,1,0
0,12,1,3,385,0,3,4,0,1,2,3,2,58,1,1,4,3,1,1,1,1
2,24,2,1,1965,4,2,4,0,1,2,4,1,42,1,2,2,1,1,1,1,1
3,21,3,6,1572,1,1,4,0,1,2,4,2,36,0,1,1,3,1,0,1,1
2,24,3,1,2718,0,2,3,0,1,2,4,0,20,1,2,1,3,1,1,1,0
0,24,0,5,1358,4,1,4,1,3,2,3,1,40,2,1,1,0,1,1,1,0
2,6,0,1,931,2,0,1,0,1,2,1,0,32,2,1,1,3,1,0,1,0
0,24,3,1,1442,0,3,4,0,1,2,4,1,23,1,2,2,1,1,0,1,0
2,24,4,6,4241,0,2,1,1,3,2,4,2,36,1,1,3,3,1,1,1,0
3,18,1,1,2775,0,3,2,1,3,2,2,0,31,0,1,2,1,1,0,1,0
3,24,2,6,3863,0,2,1,1,3,2,2,3,32,1,0,1,1,1,0,1,1
2,7,3,3,2329,0,0,1,0,1,1,1,2,45,1,1,1,1,1,0,1,1
2,9,3,7,918,0,2,4,0,1,2,1,0,30,1,1,1,1,1,0,1,0
2,24,0,9,1837,0,3,4,0,1,2,4,3,34,0,0,1,3,1,0,1,0
3,36,3,7,3349,0,2,4,0,1,2,2,1,28,1,1,1,0,1,1,1,0
1,10,3,7,1275,0,0,4,0,1,2,2,0,23,1,1,1,1,1,0,1,1
0,24,0,7,2828,3,2,4,1,3,2,4,2,22,2,1,1,1,1,1,1,1
3,24,1,6,4526,0,2,3,1,3,2,2,2,74,1,1,1,0,1,1,1,1
2,36,3,3,2671,2,2,4,0,1,0,4,3,50,1,0,1,1,1,0,1,0
3,18,3,3,2051,0,0,4,1,3,2,1,2,33,1,1,1,1,1,0,1,1
3,15,3,2,1300,4,1,4,1,3,2,4,3,45,0,0,1,1,2,0,1,1
0,12,3,8,741,2,4,4,0,1,2,3,0,22,1,1,1,1,1,0,1,0
1,10,3,1,1240,2,1,1,0,1,2,4,3,48,1,0,1,3,2,0,1,0
0,21,3,3,3357,1,0,4,0,1,2,2,1,29,0,1,1,1,1,0,1,1
0,24,0,2,3632,0,2,1,0,1,1,4,1,22,0,2,1,1,1,0,0,1
3,18,2,7,1808,0,3,4,0,1,2,1,2,22,1,1,1,1,1,0,1,0
2,48,4,6,12204,4,2,2,1,3,2,2,1,48,0,1,1,0,1,1,1,1
